제작자,차명,생산기간(from),생산기간(to),리콜개시일,리콜사유
비엠더블유코리아(주),BMW 525d xDrive Touring,2011-11-23,2011-11-23,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 528i xDrive,2013-05-07,2013-05-07,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 640i Convertible,2011-07-14,2011-07-14,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 730d xDrive,2012-11-14,2012-11-14,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 740d,2012-11-19,2012-11-19,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 740d xDrive,2012-03-21,2012-03-21,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 750Ld xDrive,2014-01-23,2014-02-12,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 750Li xDrive,2010-11-25,2010-11-25,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW GT 30d xDrive,2012-03-22,2012-03-22,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW i3,2013-10-28,2013-10-29,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),MINI Cooper D Clubman,2015-08-20,2015-08-20,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),MINI Cooper S Clubman,2015-08-20,2015-08-20,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),MINI John Cooper Works,2012-12-05,2012-12-05,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),MINI John Cooper Works Coupe,2012-12-05,2012-12-05,2019-07-30,대상차량은 양산 전 생산 모델로 모터쇼 출품 및 신차 판매 전 이벤트 행사 등 제한된 용도로 생산된 차량입니다. 이에 따라 실제 양산 차량과 어떠한 부분이 다른지 상세 내용 확인이 불가하여 결함이 있는 구조장치를 정확히 찾기 어렵습니다. 재구매한 차량은 점검 후 BMW 본사로 반송합니다.
비엠더블유코리아(주),BMW 520d,2016-11-08,2018-06-18,2019-07-30,"제원 통보 시 한국 사양의 후륜 기본 타이어 형식(275/40R18)의 윤간거리(1,596mm)가 아닌 유럽 사양 후륜 기본 타이어 형식(225/55R17)으로 계측된 값(1,630mm)을 사용함으로써 신고한 대상 차량의 후륜 윤간거리가 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)를 위반하였습니다."
비엠더블유코리아(주),BMW 530d,2016-11-08,2018-07-13,2019-07-30,"제원 통보 시 한국 사양의 후륜 기본 타이어 형식(275/40R18)의 윤간거리(1,596mm)가 아닌 유럽 사양 후륜 기본 타이어 형식(225/55R17)으로 계측된 값(1,630mm)을 사용함으로써 신고한 대상 차량의 후륜 윤간거리가 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)를 위반하였습니다."
비엠더블유코리아(주),BMW 530i xDrive,2016-11-08,2018-07-13,2019-07-30,"제원 통보 시 한국 사양의 후륜 기본 타이어 형식(275/40R18)의 윤간거리(1,596mm)가 아닌 유럽 사양 후륜 기본 타이어 형식(225/55R17)으로 계측된 값(1,630mm)을 사용함으로써 신고한 대상 차량의 후륜 윤간거리가 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)를 위반하였습니다."
비엠더블유코리아(주),BMW M550d xDrive,2017-09-04,2018-04-18,2019-07-30,"제원 통보 시 한국 사양의 후륜 기본 타이어 형식(275/40R18)의 윤간거리(1,596mm)가 아닌 유럽 사양 후륜 기본 타이어 형식(225/55R17)으로 계측된 값(1,630mm)을 사용함으로써 신고한 대상 차량의 후륜 윤간거리가 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)를 위반하였습니다."
비엠더블유코리아(주),S1000RR,2019-06-05,2019-06-05,2019-08-01,엔진 제작상 오류로 엔진 내부의 엔진오일 순환 라인에서 기계식 가공 중 두 개의 엔진 오일 순환 라인의 홀 가공이 충분히 뚫리지 않았을 가능성이 있습니다..
한불모터스(주),Peugeot 508 1.5 BlueHDi,2018-11-16,2019-02-14,2019-07-31,차량 리어램프 ECU에 방향지시등을 작동하게 하는 소프트웨어와 LED출력을 제어하는 별도의 소프트웨어간의 충돌로 인해서 오류가 발생함.
한불모터스(주),Peugeot 508 2.0 BlueHDi,2018-11-13,2019-05-18,2019-07-31,차량 리어램프 ECU에 방향지시등을 작동하게 하는 소프트웨어와 LED출력을 제어하는 별도의 소프트웨어간의 충돌로 인해서 오류가 발생함.
한불모터스(주),DS7 Crossback 2.0 BlueHDi,2018-11-22,2018-12-13,2019-07-31,프랑스 생산 공장에서 바이오 디젤이 연료탱크안에 채워진 후 특정 조건에서 오랜 기간 보관되는 동안 바이오 디젤이 변질되어 발생한 침전물이 연료 필터를 막을 수 있음
한불모터스(주),Peugeot 508 2.0 BlueHDi,2019-02-05,2019-02-11,2019-07-31,프랑스 생산 공장에서 프론트 쇽업쇼버의 스프링 제작 과정중 스프링 제작불량으로 인하여 강성이 약해져 스프링이 파손될 수 있음
혼다코리아(주),CR-V,2019-03-04,2019-04-01,2019-08-07,1. 스티어링 휠 생산 시 금속 가공 면의 마감 처리가 충분하지 못 하여 날카로운 부분이 발생될 수 있음 2. SRS 에어백 관련 하네스 설치 방향이 잘못되어 스티어링 휠 안쪽 금속 가공 면에 눌릴 수 있음
비엠더블유코리아(주),i8 Roadster,2018-04-20,2018-06-22,2019-08-09,"BMW i8 Roadster 차량 일부에서 자체 품질 조사 결과 1. 하부차체(서브프레임) 2. 보강판 고정볼트 및 3. 언더커버 고정장치가 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제5조(최저지상고)의 2018년도 기준인 120mm을 충족하지 않습니다. 1. 하부차체(서브프레임): 엔진, 하체부품 등이 장착되는 프레임 2. 보강판: 하부차체(서브프레임)에 장착하여 하체의 강성을 보강하는 금속 판넬 3. 언더커버: 차량 하부에 수분, 이물질, 소음/진동 등이 유입되지 않도록 하는 커버"
현대자동차(주),마이티(QT),2015-01-31,2019-03-04,2019-08-16,풍량조절 스위치 사용횟수 누적에 따른 스위치 내부 금속 마모가루가 단자 사이에 쌓여 간헐적으로 비정상 전원 연결됨
포드세일즈서비스코리아(유),2015년 Fusion,2014-08-05,2014-11-11,2019-09-06,2015년 Fusion 및 MKZ 차량의 운전석 및 조수석 좌석 안전벨트 프리텐셔너 케이블 부위 결함으로 차량 충돌시 승객의 신체를 단단히 잡아주지 못하여 부상이 증가될 위험이 있음
포드세일즈서비스코리아(유),2015년 MKZ,2014-08-05,2014-11-21,2019-09-06,2015년 Fusion 및 MKZ 차량의 운전석 및 조수석 좌석 안전벨트 프리텐셔너 케이블 부위 결함으로 차량 충돌시 승객의 신체를 단단히 잡아주지 못하여 부상이 증가될 위험이 있음
쌍용자동차(주),코란도,2019-03-01,2019-08-20,2019-09-06,"일부 특정 사양(열선 스티어링 휠 옵션 미적용) 차량에서 타이어공기압 경고장치(TPMS) 회로 누락에 따라 계기판의 타이어 공기압력이 ""0""으로 표시되는 현상 발생"
쌍용자동차(주),티볼리(G1.5 GDI),2019-03-01,2019-07-31,2019-09-06,일부 특정 주행 Mode에서 정차 후 차량 출발 시 ECU가 센서 신호를 민감하게 인지하여 엔진 출력을 저하시켜 출발 지연 현상이 발생됨
기아자동차(주),K7(YG PE),2019-06-20,2019-08-30,2019-09-06,G2.5GDi엔진 장착 차량에서 엔진 인젝터 끝단 연료 분사량을 조절하는 볼의 제조 불량으로 볼 코팅부 벗겨질 수 있는 가능성
기아자동차(주),K5(JF),2015-06-24,2015-12-14,2019-09-06,엔진 조립 공정에서 체인을 이용하여 엔진을 이동할 시 엔진 이송용 체인과 진공펌프 니플이 간섭되어 니플 미세손상이 발생될 수 있음
한국토요타자동차(주),렉서스 ES300h,2019-05-06,2019-05-31,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
한국토요타자동차(주),렉서스 UX250h AWD,2019-05-10,2019-05-28,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
한국토요타자동차(주),렉서스 UX250h 2WD,2019-05-06,2019-05-31,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
한국토요타자동차(주),렉서스 LS500h AWD,2019-05-22,2019-05-22,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
한국토요타자동차(주),토요타 캠리 하이브리드,2019-04-26,2019-05-31,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
한국토요타자동차(주),토요타 프리우스,2019-04-26,2019-05-14,2019-08-29,브레이크 부스터 펌프의 펌프모터가 부적절하게 제조되어 모터가 작동하지 않을 가능성이 있음. 이 경우 VSC(자동차안정성제어장치)가 작동하지 않아 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」제15조의2의 규정을 만족하지 않을 수 있음
